"mag_id","cluster","ORF","KO","description","B","C","COG_category","CAZy"
"L036_bin.20","Group 1","L036_bin.20_186230_3","K01200","pullulanase","Carbohydrate metabolism"," Starch and sucrose metabolism","G","CBM48,GH13"
"L036_bin.20","Group 1","L036_bin.20_212091_6","K01070","fghA; S-formylglutathione hydrolase","Energy metabolism"," Methane metabolism","S","CE1"
"L036_bin.20","Group 1","L036_bin.20_236253_28","K00690","sucrose phosphorylase","Carbohydrate metabolism"," Starch and sucrose metabolism","G","GH13"
"L036_bin.20","Group 1","L036_bin.20_236253_31","K01176","malS; alpha-amylase","Carbohydrate metabolism"," Starch and sucrose metabolism","G","GH13"
"L036_bin.20","Group 1","L036_bin.20_254158_12","K00700","1,4-alpha-glucan branching enzyme","Carbohydrate metabolism"," Starch and sucrose metabolism","G","CBM48,GH13"
"L036_bin.20","Group 1","L036_bin.20_31441_7","K01232","maltose-6'-phosphate glucosidase","Carbohydrate metabolism"," Starch and sucrose metabolism","G","GH4"
"L036_bin.20","Group 1","L036_bin.20_365729_19","K01209","alpha-L-arabinofuranosidase","Carbohydrate metabolism"," Amino sugar and nucleotide sugar metabolism","G","GH51"
"L036_bin.22","Group 5","L036_bin.22_121173_5","K00700","1,4-alpha-glucan branching enzyme","Carbohydrate metabolism"," Starch and sucrose metabolism","G","CBM48,GH13"
"L036_bin.22","Group 5","L036_bin.22_239457_5","K01209","alpha-L-arabinofuranosidase","Carbohydrate metabolism"," Amino sugar and nucleotide sugar metabolism","G","GH51"
"L036_bin.22","Group 5","L036_bin.22_322516_2","K01236","maltooligosyltrehalose trehalohydrolase","Carbohydrate metabolism"," Starch and sucrose metabolism","G","CBM48,GH13"
"L036_bin.22","Group 5","L036_bin.22_368867_1","K05343","maltose alpha-D-glucosyltransferase / alpha-amylase","Carbohydrate metabolism"," Starch and sucrose metabolism","G","GH13"
"L036_bin.22","Group 5","L036_bin.22_64807_1","K00705","4-alpha-glucanotransferase","Carbohydrate metabolism"," Starch and sucrose metabolism","G","GH77"
"L036_bin.22","Group 5","L036_bin.22_77837_2","K06044","(1->4)-alpha-D-glucan 1-alpha-D-glucosylmutase","Carbohydrate metabolism"," Starch and sucrose metabolism","G","GH13"
"L036_bin.25","Group 3","L036_bin.25_114480_1","K05349","beta-glucosidase","Carbohydrate metabolism"," Starch and sucrose metabolism","G","GH3"
"L036_bin.25","Group 3","L036_bin.25_123015_3","K01186","sialidase-1","Lipid metabolism"," Sphingolipid metabolism","G","GH33"
"L036_bin.25","Group 3","L036_bin.25_124081_3","K00700","1,4-alpha-glucan branching enzyme","Carbohydrate metabolism"," Starch and sucrose metabolism","G","CBM48,GH13"
"L036_bin.25","Group 3","L036_bin.25_13298_1","K01183","chitinase","Carbohydrate metabolism"," Amino sugar and nucleotide sugar metabolism","G","GH18"
"L036_bin.25","Group 3","L036_bin.25_162449_2","K12373","hexosaminidase","Carbohydrate metabolism"," Amino sugar and nucleotide sugar metabolism","G","GH20"
"L036_bin.25","Group 3","L036_bin.25_222875_1","K01201","glucosylceramidase","Lipid metabolism"," Sphingolipid metabolism","M","GH30"
"L036_bin.25","Group 3","L036_bin.25_225601_1","K01179","endoglucanase","Carbohydrate metabolism"," Starch and sucrose metabolism","G","GH5,GH9"
"L036_bin.25","Group 3","L036_bin.25_237515_4","K00705","4-alpha-glucanotransferase","Carbohydrate metabolism"," Starch and sucrose metabolism","G","GH77"
"L036_bin.25","Group 3","L036_bin.25_258913_5","K01209","alpha-L-arabinofuranosidase","Carbohydrate metabolism"," Amino sugar and nucleotide sugar metabolism","G","GH51"
"L036_bin.25","Group 3","L036_bin.25_290092_13","K07405","alpha-amylase","Carbohydrate metabolism"," Starch and sucrose metabolism","G","GH57"
"L036_bin.25","Group 3","L036_bin.25_308644_1","K21574","glucan 1,4-alpha-glucosidase","Carbohydrate metabolism"," Starch and sucrose metabolism","G","GH31,GH97"
"L036_bin.25","Group 3","L036_bin.25_42348_3","K01198","xylan 1,4-beta-xylosidase","Carbohydrate metabolism"," Amino sugar and nucleotide sugar metabolism","G","GH43,GH51"
"L036_bin.25","Group 3","L036_bin.25_42348_5","K01218","mannan endo-1,4-beta-mannosidase","Carbohydrate metabolism"," Fructose and mannose metabolism","G","GH26"
"L036_bin.25","Group 3","L036_bin.25_448864_1","K00688","glycogen phosphorylase","Carbohydrate metabolism"," Starch and sucrose metabolism","G","GH65,GT3,GT35"
"L036_bin.2","Group 1","L036_bin.2_110467_16","K00700","1,4-alpha-glucan branching enzyme","Carbohydrate metabolism"," Starch and sucrose metabolism","G","CBM48,GH13"
"L036_bin.2","Group 1","L036_bin.2_116023_14","K01187","alpha-glucosidase","Carbohydrate metabolism"," Galactose metabolism","G","GH13"
"L036_bin.2","Group 1","L036_bin.2_121107_9","K01198","xylan 1,4-beta-xylosidase","Carbohydrate metabolism"," Amino sugar and nucleotide sugar metabolism","G","GH43,GH51"
"L036_bin.2","Group 1","L036_bin.2_142130_2","K01182","oligo-1,6-glucosidase","Carbohydrate metabolism"," Galactose metabolism","G","GH13"
"L036_bin.2","Group 1","L036_bin.2_156639_45","K01226","trehalose-6-phosphate hydrolase","Carbohydrate metabolism"," Starch and sucrose metabolism","G","GH13"
"L036_bin.2","Group 1","L036_bin.2_315099_13","K01193","beta-fructofuranosidase","Carbohydrate metabolism"," Galactose metabolism","G","GH32"
"L036_bin.2","Group 1","L036_bin.2_402845_6","K00705","4-alpha-glucanotransferase","Carbohydrate metabolism"," Starch and sucrose metabolism","G","GH77"
"L036_bin.2","Group 1","L036_bin.2_9504_13","K01214","isoamylase","Carbohydrate metabolism"," Starch and sucrose metabolism","G","CBM48,GH13"
"L036_bin.3","Group 1","L036_bin.3_201255_4","K00705","4-alpha-glucanotransferase","Carbohydrate metabolism"," Starch and sucrose metabolism","G","GH77"
"L036_bin.3","Group 1","L036_bin.3_446808_7","K01200","pullulanase","Carbohydrate metabolism"," Starch and sucrose metabolism","G","CBM48,GH13"
"L036_bin.5","Group 1","L036_bin.5_415288_2","K00700","1,4-alpha-glucan branching enzyme","Carbohydrate metabolism"," Starch and sucrose metabolism","G","CBM48,GH13"
"L036_bin.5","Group 1","L036_bin.5_415288_4","K00705","4-alpha-glucanotransferase","Carbohydrate metabolism"," Starch and sucrose metabolism","G","GH77"
"L038_bin.11","Group 1","L038_bin.11_121602_5","K16150","glycogen synthase","Carbohydrate metabolism"," Starch and sucrose metabolism","M","GH57"
"L038_bin.11","Group 1","L038_bin.11_121602_6","K16149","1,4-alpha-glucan branching enzyme","Carbohydrate metabolism"," Starch and sucrose metabolism","G","GH57"
"L038_bin.11","Group 1","L038_bin.11_121602_7","K22451","4-alpha-glucanotransferase","Carbohydrate metabolism"," Starch and sucrose metabolism","G","GH57"
"L038_bin.16","Group 1","L038_bin.16_140665_15","K01182","oligo-1,6-glucosidase","Carbohydrate metabolism"," Galactose metabolism","G","GH13"
"L038_bin.16","Group 1","L038_bin.16_160133_2","K01176","malS; alpha-amylase","Carbohydrate metabolism"," Starch and sucrose metabolism","G","GH13"
"L038_bin.16","Group 1","L038_bin.16_16132_1","K00700","1,4-alpha-glucan branching enzyme","Carbohydrate metabolism"," Starch and sucrose metabolism","G","CBM48,GH13"
"L038_bin.16","Group 1","L038_bin.16_173220_3","K01208","nplT; cyclomaltodextrinase / maltogenic alpha-amylase / neopullulanase","Carbohydrate metabolism"," Starch and sucrose metabolism","G","GH13"
"L038_bin.16","Group 1","L038_bin.16_259527_5","K00705","4-alpha-glucanotransferase","Carbohydrate metabolism"," Starch and sucrose metabolism","G","GH77"
"L038_bin.16","Group 1","L038_bin.16_492056_5","K01200","pullulanase","Carbohydrate metabolism"," Starch and sucrose metabolism","G","CBM48,GH13"
"L038_bin.23","Group 1","L038_bin.23_43362_1","K16149","1,4-alpha-glucan branching enzyme","Carbohydrate metabolism"," Starch and sucrose metabolism","G","GH57"
"L038_bin.23","Group 1","L038_bin.23_43362_2","K22451","4-alpha-glucanotransferase","Carbohydrate metabolism"," Starch and sucrose metabolism","G","GH57"
"L038_bin.25","Group 1","L038_bin.25_36053_23","K00705","4-alpha-glucanotransferase","Carbohydrate metabolism"," Starch and sucrose metabolism","G","GH77"
"L038_bin.25","Group 1","L038_bin.25_402766_5","K01193","beta-fructofuranosidase","Carbohydrate metabolism"," Galactose metabolism","G","GH32"
"L038_bin.25","Group 1","L038_bin.25_82414_14","K00703","starch synthase","Carbohydrate metabolism"," Starch and sucrose metabolism","G","GH77"
"L038_bin.25","Group 1","L038_bin.25_82414_17","K00700","1,4-alpha-glucan branching enzyme","Carbohydrate metabolism"," Starch and sucrose metabolism","G","CBM48,GH13"
"L038_bin.25","Group 1","L038_bin.25_86122_3","K05342","alpha,alpha-trehalose phosphorylase","Carbohydrate metabolism"," Starch and sucrose metabolism","G","GH65"
"L038_bin.2","Group 1","L038_bin.2_115500_1","K01214","isoamylase","Carbohydrate metabolism"," Starch and sucrose metabolism","G","CBM48,GH13"
"L038_bin.2","Group 1","L038_bin.2_186022_1","K00705","4-alpha-glucanotransferase","Carbohydrate metabolism"," Starch and sucrose metabolism","G","GH77"
"L038_bin.2","Group 1","L038_bin.2_252352_6","K01176","malS; alpha-amylase","Carbohydrate metabolism"," Starch and sucrose metabolism","G","GH13"
"L038_bin.2","Group 1","L038_bin.2_494806_7","K00700","1,4-alpha-glucan branching enzyme","Carbohydrate metabolism"," Starch and sucrose metabolism","G","CBM48,GH13"
"L038_bin.2","Group 1","L038_bin.2_64476_6","K01200","pullulanase","Carbohydrate metabolism"," Starch and sucrose metabolism","G","CBM48,GH13"
"L038_bin.7","Group 1","L038_bin.7_18205_2","K00705","4-alpha-glucanotransferase","Carbohydrate metabolism"," Starch and sucrose metabolism","G","GH77"
"L038_bin.7","Group 1","L038_bin.7_531488_5","K00700","1,4-alpha-glucan branching enzyme","Carbohydrate metabolism"," Starch and sucrose metabolism","G","CBM48,GH13"
"L039_bin.10","Group 4","L039_bin.10_329980_12","K00705","4-alpha-glucanotransferase","Carbohydrate metabolism"," Starch and sucrose metabolism","G","GH77"
"L039_bin.10","Group 4","L039_bin.10_329980_9","K00700","1,4-alpha-glucan branching enzyme","Carbohydrate metabolism"," Starch and sucrose metabolism","G","CBM48,GH13"
"L039_bin.13","Group 5","L039_bin.13_228021_18","K16147","starch synthase (maltosyl-transferring)","Carbohydrate metabolism"," Starch and sucrose metabolism","G","GH13"
"L039_bin.13","Group 5","L039_bin.13_228021_19","K00700","1,4-alpha-glucan branching enzyme","Carbohydrate metabolism"," Starch and sucrose metabolism","G","CBM48,GH13"
"L039_bin.13","Group 5","L039_bin.13_277446_35","K12373","hexosaminidase","Carbohydrate metabolism"," Amino sugar and nucleotide sugar metabolism","G","GH20"
"L039_bin.13","Group 5","L039_bin.13_318658_129","K22934","alpha,alpha-trehalase","Carbohydrate metabolism"," Starch and sucrose metabolism","G","GH15"
"L039_bin.13","Group 5","L039_bin.13_357346_18","K01214","isoamylase","Carbohydrate metabolism"," Starch and sucrose metabolism","G","CBM48,GH13"
"L039_bin.13","Group 5","L039_bin.13_409089_6","K01187","alpha-glucosidase","Carbohydrate metabolism"," Galactose metabolism","G","GH31"
"L039_bin.4","Group 5","L039_bin.4_220052_72","K01214","isoamylase","Carbohydrate metabolism"," Starch and sucrose metabolism","G","CBM48,GH13"
"L039_bin.4","Group 5","L039_bin.4_220052_76","K00700","1,4-alpha-glucan branching enzyme","Carbohydrate metabolism"," Starch and sucrose metabolism","G","CBM48,GH13"
"L039_bin.4","Group 5","L039_bin.4_220052_77","K00705","4-alpha-glucanotransferase","Carbohydrate metabolism"," Starch and sucrose metabolism","G","GH77"
"L039_bin.4","Group 5","L039_bin.4_220052_78","K05343","maltose alpha-D-glucosyltransferase / alpha-amylase","Carbohydrate metabolism"," Starch and sucrose metabolism","G","GH13"
"L039_bin.4","Group 5","L039_bin.4_220052_79","K16147","starch synthase (maltosyl-transferring)","Carbohydrate metabolism"," Starch and sucrose metabolism","G","GH13"
"L039_bin.4","Group 5","L039_bin.4_63875_7","K05349","beta-glucosidase","Carbohydrate metabolism"," Starch and sucrose metabolism","G","GH3"
"L039_bin.7","Group 4","L039_bin.7_154804_3","K06044","(1->4)-alpha-D-glucan 1-alpha-D-glucosylmutase","Carbohydrate metabolism"," Starch and sucrose metabolism","G","GH13"
"L039_bin.7","Group 4","L039_bin.7_175167_4","K00705","4-alpha-glucanotransferase","Carbohydrate metabolism"," Starch and sucrose metabolism","G","GH77"
"L039_bin.7","Group 4","L039_bin.7_242569_3","K00700","1,4-alpha-glucan branching enzyme","Carbohydrate metabolism"," Starch and sucrose metabolism","G","CBM48,GH13"
"L039_bin.7","Group 4","L039_bin.7_249966_14","K02438","glycogen debranching enzyme","Carbohydrate metabolism"," Starch and sucrose metabolism","G","CBM48,GH13"
"L039_bin.7","Group 4","L039_bin.7_249966_35","K01236","maltooligosyltrehalose trehalohydrolase","Carbohydrate metabolism"," Starch and sucrose metabolism","G","CBM48,GH13"
"L040_bin.16","Group 5","L040_bin.16_211421_6","K00700","1,4-alpha-glucan branching enzyme","Carbohydrate metabolism"," Starch and sucrose metabolism","G","CBM48,GH13"
"L040_bin.16","Group 5","L040_bin.16_280577_9","K01186","sialidase-1","Lipid metabolism"," Sphingolipid metabolism","G","GH33"
"L040_bin.16","Group 5","L040_bin.16_337167_26","K00705","4-alpha-glucanotransferase","Carbohydrate metabolism"," Starch and sucrose metabolism","G","GH77"
"L040_bin.16","Group 5","L040_bin.16_414045_3","K01179","endoglucanase","Carbohydrate metabolism"," Starch and sucrose metabolism","G","GH5,GH9"
"L040_bin.16","Group 5","L040_bin.16_78807_16","K16149","1,4-alpha-glucan branching enzyme","Carbohydrate metabolism"," Starch and sucrose metabolism","M","GH57"
"L040_bin.20","Group 4","L040_bin.20_333314_8","K12373","hexosaminidase","Carbohydrate metabolism"," Amino sugar and nucleotide sugar metabolism","G","GH20"
"L040_bin.20","Group 4","L040_bin.20_393149_26","K01070","fghA; S-formylglutathione hydrolase","Energy metabolism"," Methane metabolism","S","CE1"
"L040_bin.7","Group 4","L040_bin.7_292403_1","K00700","1,4-alpha-glucan branching enzyme","Carbohydrate metabolism"," Starch and sucrose metabolism","G","CBM48,GH13"
"L040_bin.7","Group 4","L040_bin.7_334033_5","K22451","4-alpha-glucanotransferase","Carbohydrate metabolism"," Starch and sucrose metabolism","G","GH57"
"L040_bin.9","Group 4","L040_bin.9_108361_4","K01178","glucoamylase","Carbohydrate metabolism"," Starch and sucrose metabolism","G","GH15"
"L040_bin.9","Group 4","L040_bin.9_334986_2","K00700","1,4-alpha-glucan branching enzyme","Carbohydrate metabolism"," Starch and sucrose metabolism","G","CBM48,GH13"
"L040_bin.9","Group 4","L040_bin.9_476204_3","K22451","4-alpha-glucanotransferase","Carbohydrate metabolism"," Starch and sucrose metabolism","G","GH57"
"L078_bin.10","Group 3","L078_bin.10_120010_7","K05349","beta-glucosidase","Carbohydrate metabolism"," Starch and sucrose metabolism","G","GH3"
"L078_bin.10","Group 3","L078_bin.10_122441_6","K01209","alpha-L-arabinofuranosidase","Carbohydrate metabolism"," Amino sugar and nucleotide sugar metabolism","G","GH51"
"L078_bin.10","Group 3","L078_bin.10_197205_5","K01179","endoglucanase","Carbohydrate metabolism"," Starch and sucrose metabolism","G","GH5,GH9"
"L078_bin.10","Group 3","L078_bin.10_248870_56","K00700","1,4-alpha-glucan branching enzyme","Carbohydrate metabolism"," Starch and sucrose metabolism","G","CBM48,GH13"
"L078_bin.10","Group 3","L078_bin.10_248870_57","K00688","glycogen phosphorylase","Carbohydrate metabolism"," Starch and sucrose metabolism","G","GH65,GT3,GT35"
"L078_bin.10","Group 3","L078_bin.10_248870_58","K07405","alpha-amylase","Carbohydrate metabolism"," Starch and sucrose metabolism","G","GH57"
"L078_bin.10","Group 3","L078_bin.10_433584_4","K06044","(1->4)-alpha-D-glucan 1-alpha-D-glucosylmutase","Carbohydrate metabolism"," Starch and sucrose metabolism","G","GH77"
"L078_bin.10","Group 3","L078_bin.10_433584_5","K01236","maltooligosyltrehalose trehalohydrolase","Carbohydrate metabolism"," Starch and sucrose metabolism","G","CBM48,GH13"
"L078_bin.10","Group 3","L078_bin.10_46888_27","K12373","hexosaminidase","Carbohydrate metabolism"," Amino sugar and nucleotide sugar metabolism","G","GH20"
"L078_bin.17","Group 3","L078_bin.17_215777_10","K07405","alpha-amylase","Carbohydrate metabolism"," Starch and sucrose metabolism","G","GH57"
"L078_bin.17","Group 3","L078_bin.17_215777_16","K00688","glycogen phosphorylase","Carbohydrate metabolism"," Starch and sucrose metabolism","G","GH65,GT3,GT35"
"L078_bin.17","Group 3","L078_bin.17_401312_7","K05349","beta-glucosidase","Carbohydrate metabolism"," Starch and sucrose metabolism","G","GH3"
"L078_bin.17","Group 3","L078_bin.17_404772_7","K01186","sialidase-1","Lipid metabolism"," Sphingolipid metabolism","G","GH33"
"L078_bin.17","Group 3","L078_bin.17_76109_2","K12373","hexosaminidase","Carbohydrate metabolism"," Amino sugar and nucleotide sugar metabolism","G","GH20"
"L078_bin.28","Group 1","L078_bin.28_176801_5","K01193","beta-fructofuranosidase","Carbohydrate metabolism"," Galactose metabolism","G","GH32"
"L078_bin.28","Group 1","L078_bin.28_211842_2","K01232","maltose-6'-phosphate glucosidase","Carbohydrate metabolism"," Starch and sucrose metabolism","G","GH4,GT4"
"L078_bin.28","Group 1","L078_bin.28_246308_1","K01176","malS; alpha-amylase","Carbohydrate metabolism"," Starch and sucrose metabolism","G","GH13"
"L078_bin.28","Group 1","L078_bin.28_321118_1","K01200","pullulanase","Carbohydrate metabolism"," Starch and sucrose metabolism","G","CBM48,GH13"
"L078_bin.28","Group 1","L078_bin.28_346907_10","K01208","nplT; cyclomaltodextrinase / maltogenic alpha-amylase / neopullulanase","Carbohydrate metabolism"," Starch and sucrose metabolism","G","GH13"
"L078_bin.28","Group 1","L078_bin.28_346907_2","K00705","4-alpha-glucanotransferase","Carbohydrate metabolism"," Starch and sucrose metabolism","G","GH77"
"L078_bin.28","Group 1","L078_bin.28_50394_2","K01226","trehalose-6-phosphate hydrolase","Carbohydrate metabolism"," Starch and sucrose metabolism","G","GH13"
"L078_bin.28","Group 1","L078_bin.28_80024_4","K05349","beta-glucosidase","Carbohydrate metabolism"," Starch and sucrose metabolism","G","GH3"
